#,Tracker,Status,Priority,Subject,Assignee,Updated,Description,Last notes
19160,??????,?????,???????,?????????? ?????? ??? ????? ??????????? ?????,?????? ???????,02/04/2023 01:48 PM,"???? ???????????????:
1) ??????? ???? https://qwertyshop.ua/
2) ?????? ?? ?????? ""????""
3) ??????? ????? ??????
4) ??????? ??????????? ????? 

https://gyazo.com/e9f9f96d318ba06fbb6a29b1ccae3aa7

????????? ?????????: ???????????? ?????? ??? ????? ??????????? ?????
??????????? ?????????: ??????????? ?????? ??? ????? ??????????? ?????",""
19159,??????,?????,??????,"??????????? UA ?? ??????????? ??? ??????? ???????? ????? ?? ??????? ""??? ???""",?????? ???????,02/04/2023 01:39 PM,"*???? ???????????????:*
1) ??????? ???? https://qwertyshop.ua/
2) ?????? ?? ?????? ""??? ???""
3) ???????? ???????? ?? ????? ? ???????????? ???????? ?????
4) ??? ????? ??????????? ????? ? ??????? ???????? ?? RU ???????????
https://gyazo.com/ba0f45902c1e28a869ba091dd8f37b8f


*????????? ?????????:* ???????????? UA ??????????? 
*??????????? ?????????:* ??????????? UA ?? ??????????? ",""
19158,??????,?????,??????????,? ?????????? ??????????? ?????? ?? ??????? ???????? ?? ?????? ?????,Yuliia Novikova,02/04/2023 01:39 PM,"???? ???????????????:
1) ??????? ???? https://qwertyshop.ua/
2) ??????????? ?? ?????????? ????
3)

????????? ?????????: ???????????? ??????????? ??????? ?? ??????? ???????? 
??????????? ?????????: ?? ???????????? ??????????? ??????? ?? ??????? ????????",""
19157,??????,?????,??????,??? ????? ??????????? ? UA/RU ?????????? ?????????????? ?????????? ?? ????????,?????? ???????,02/04/2023 01:32 PM,"*???? ???????????????:*
1) ??????? ???? https://qwertyshop.ua/
2) ?????? ?? ?????? ""??? ???""
3) ??? ????? ??????????? ? UA/RU ?????????? ?????????????? ?????????? ?? ????????

https://gyazo.com/3a5090017952317d752474fc93bf3f53
https://gyazo.com/ec6a8d8a160d277ad3c650e2ec94736b

*????????? ?????????:* ?????????? ?????? ?????????????? ??? ?????? ????????????
*??????????? ?????????:* ?????????? ??????????? ??? ?????? ????????????",""
19156,??????,?????,??????,"?????? ?? ???????????? ???????? ????? ""?????? ????????? ?????????"" ? ""?????? ? ???????????? ????????  ???????"" ",Yuliia Novikova,02/04/2023 01:26 PM,"???? ???????????????:
1) ??????? ???? https://qwertyshop.ua/
2) ?????? ?? ?????? ? ?????? ""??????""
3)

????????? ?????????: ?????? ???????????? ???????? ?????? ""?????? ????????? ?????????""
                     ?????? ???????????? ???????? ??????  ""?????? ? ???????????? ????????  ???????"" 

??????????? ?????????: ?????? ?? ???????????? ???????? ?????? ""?????? ????????? ?????????""
                        ?????? ?? ???????????? ???????? ??????  ""?????? ? ???????????? ????????  ???????"" 

",""
19155,??????,?????,??????????,"?? ???????? ????????? ?????????,?????? ???? ?????????????? ????? ?? ???? ?????????.",Vladislava Vishnevska,02/04/2023 11:44 AM,"*???? ???????????????:*
1) ??????? ????
2)??????? ???? ????????? ??? ?????????
3)??????? ? ?????? ""?????????""

*????????? ?????????:* ???????? ????????? ?????????,?????? ???? ?????????????? ????? ?? ???? ?????????.
*??????????? ?????????:*  ?? ???????? ????????? ?????????,?????? ???? ?????????????? ????? ?? ???? ?????????.",""
19154,??????,?????,??????,"??? ?????? ?????  ?? ??? ????? ?????? ""?????? ???????"" ? ??????? ???????????? ?? ??????? ?????",Nina Draganova,02/04/2023 11:43 AM,"
*???? ???????????????*
1.??????? ????
2.?????? ?? ??????
3.??????? ???? ????? - ??????????

 *????????? ?????????* ??? ?????? ?????? ""?????? ???????"" ????????? ?? ????????? ????
*??????????? ?????????* ??? ?????? ????? ?? ???.?????  ?????? ""?????? ???????"" ? ??????? ???????????? ?? ??????? ?????",""
19153,??????,?????,??????????,"??????????? ????????? ? ??????? ???? ""??????? ????????"" ? ??????? ???????????.",Anna Prokopets,02/04/2023 11:42 AM,"*???? ???????????????:*
1) ??????? ????.
2) ??????????? ????????? ""??????? ????????"" ? ??????? ???? ? ??????? ???????????.

https://gyazo.com/6c629b6002fc20a3f693d26bcb270563

*????????? ?????????:* ???????????? ????????? ? ??????? ???? ""??????? ????????"" ? ??????? ???????????.
*??????????? ?????????:* ??????????? ????????? ? ??????? ???? ""??????? ????????"" ? ??????? ???????????.",""
19152,??????,?????,???????,"????????????? ??????????? ??? ?? ??????????, ??? ? ?? ??????? ??????",KOSTIANTYN BLAGODARENKO,02/04/2023 11:39 AM,"*???? ???????????????*
1) ??????? ????
2) ????????? ?????? ???????????

*????????? ????????? :* ?????????? ??????????? ??????? ???????????
*??????????? ?????????:* ?????????? ??????????? ??????? ???????????",""
19151,??????,?????,??????????,"?? ???????????? ?????? ""??????? ????????"" ? ??????? ????  ? ????????????? ??????",Yuliia Novikova,02/04/2023 11:38 AM,"???? ???????????????:
1) ??????? ???? 
2) ??????????? ???? 
3)

????????? ?????????: ???????????? ?????? ""???????? ??????""  ? ????????????? ??????
??????????? ?????????: ?? ???????????? ?????? ""??????? ????????""  ? ????????????? ??????",""
19150,??????,?????,??????????,"????????? ??????????? ? ?????? ""??????? ??????? "" ,??? ?????? ?????? ?? ??????? ","",02/04/2023 11:38 AM,"*???? ???????????????:*
1) ????? ?? ???? ""https://www.roznica.com.ua/""
2) ??????? ??????????? ? ??????? ?? ???????? ? ??????? "" ??????? ???????""

*????????? ?????????:* ???????????  ??????????? ? ?????? ""??????? ??????? "" ,??? ??????.
*??????????? ?????????:* ????????? ??????????? ? ?????? ""??????? ??????? "" ,??? ?????? ?????? ?? ??????? 
",""
19149,??????,?????,??????????,?????????? ?????? ??????????? ? ???????? ????????,?????? ???????,02/04/2023 11:38 AM,"*???? ???????????????:*
1) ??????? ???? https://www.roznica.com.ua/
2) ??????? ????? ????? 
3) ???????? ???????? ?? ???????? ????????
4) ??? ????? ????? ?????????? ????? ????? ?????? ?? ????? ??????? ?? ?????? ""???????? ?????"" ????? ???????? ???

https://gyazo.com/cdde2adc920e076afce9826a82daea84

*????????? ?????????:* ???????????? ?????? ???????????
*??????????? ?????????:* ??????????? ?????? ???????????",""
19148,??????,?????,??????????,"????????? ???????? ? ???????? ???????? ??? ???????? ????? ???????? ""??? ??"" ? ?????? ??? ""?????????? ????????"" ",????????? ?????????,02/04/2023 11:35 AM,"*????*:
1.??????? ?? ????  https://www.roznica.com.ua/
2. ??? ???????? ?? ????????? ???????? ? ?????? ""??? ??"" ?? ?????? ""??? ?????????? ????????""
?? ?????????? ????????? ????? ?? ?????? ??? ?????????? ????????

*????????? ?????????*: ??? ???????? ?? ?????? ""??? ??"" ? ?????? ??? ""?????????? ????????""
??????? ????? ? ???????? ??????????. ?? ????? ??????? ????????? ???? ??? ??????? ?? ?????? ? ???????? ????????
*??????????? ?????????*??? ???????? ?? ?????? ""??? ??"" ? ?????? ??? ""?????????? ????????"" ??????? ???????? ????? ??????? ? ????????? ??????? ??? ???????????? ??? ????????? ???????. ",""
19147,??????,?????,??????????,"??? ??????? ?? ?????? ""???????? ?????"" ?????? ?????? ???????? ???????? ?? ""?????? ?????""",Dubrovin Denis,02/04/2023 11:35 AM,"*???? ???????????????:*
1. ????????? ?? ????
2. ????????? ? ????? ? ?????? ""????????-??????? ROZNICA""
3. ??????? ?? ?????? ""???????? ?????""
4. ????? ????????? ?????? ??????????? ?????

*????????? ?????????:* ??? ??????? ?? ?????? ""???????? ?????"" ?????? ?????? ???????? ???????? ?? ""?????? ?????""
*??????????? ?????????:* ??? ????????? ?????? ?????? ???????? ""???????? ?????""",https://gyazo.com/eefe4c3266747f4125ed6b54ced8f683
19146,??????,?????,??????????,"?? ???????? ?????? ? ????""?????????? ??????"" ? ?????????? ??????? ????????, ?????, ?????? ????","",02/04/2023 11:34 AM,"*???? ???????????????*: 
1)???????? ?????? ?????????? ???????"" ?? ??????? ? ???????"", ??? ?? ?????? ? ???????? ??????"" ?? ??????? ? ???????"" ? ?????????? ???????????



*????????? ?????????*: ?????????? ?????? ?? ???????????? ????????? ""?? ??????? ? ???????""
*??????????? ?????????*: ?? ???????? ?????? ??????????,??? ?? ?????? ? ???????? ??????"" ?? ??????? ? ???????""? ?????????? ???????????",""
19145,??????,?????,??????????,"??????????  ???????????????? ?????? ""????????""",Nina Draganova,02/04/2023 11:34 AM,"
*???? ???????????????*  :
1) ??????? ????
2) ??????? ????? 
3) ?????? ?????? ""????????""


*????????? ?????????:* ??????????  ???????????????? ?????? ""????????""
*??????????? ?????????:* ???????????????? ?????? ""????????""",""
19144,??????,?????,???????,"?? ??????? ?????? ""????????/?????????""",Oleksandr Lyshenko,02/04/2023 11:34 AM,"1.????? ?? ????
2. ??????? ? ?????
  

*????????? ?????????:* ??? ??????? ?? ?????? ""????????/?????????"" ?????? ????????? ?????????? ??????????? ???????
*??????????? ?????????:* ?? ??????? ?????? ""????????/?????????""",""
19143,??????,?????,??????????,??????????? ???? ?????? ?? ???????? ??? ????????? ??????? ? ????????????? ?????? ?????,??????? ????????,02/04/2023 11:33 AM,"*???? ???????????????:*
1) ??????? ????
2) 


*????????? ?????????:* ????? ?????? ?? ???????? ??? ????????? ??????? ? ????????????? ?????? ?????
*??????????? ?????????:* ??????????? ???? ?????? ?? ???????? ??? ????????? ??????? ? ????????????? ?????? ?????",""
19142,??????,?????,??????????,"?????????? ??????????? ????????? ? ??????? ""?????,??????,???????"" ",Vladislava Vishnevska,02/04/2023 11:33 AM,"*???? ???????????????:*
1) ??????? ????
2)??????? ? ?????? ""?????,??????,???????""

https://gyazo.com/70f47fded5aac8b9d2676f1cc4031ff8

*????????? ?????????:* ???????????? ??????????? ????????? ? ??????? ""?????,??????,???????"" 
*??????????? ?????????:* ?????????? ??????????? ????????? ? ??????? ""?????,??????,???????"" ",""
19141,??????,?????,??????????,??????? ?? ?????????? ? ?????????? ?????? ????? ?? ??????? ???????? ?? ???????,Maksym Shymin,02/04/2023 11:33 AM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ?????????? ???????????
2) ??????? ????? ?????
3) ?????? ""??????""
4) ????????? ""???????""
5) ??????? ?????????? ???????????
6) ??????? ?? ??????? ????????
6) ????????? ""?????""

RU
https://gyazo.com/8cc3a5f52dca905db1b1e5e1af9467af

UA
https://gyazo.com/23a0e9e9b15b8dba3d9146bc395154d6

*????????? ?????????:* ??????? ?? ?????????? ? ?????????? ?????? ????? ?? ??????? ???????? ??????? ? ?????????? ?? ?? ??????
*??????????? ?????????:* ??????? ?? ?????????? ? ?????????? ?????? ????? ?? ??????? ???????? ?? ??????? ? ?? ?????????? ?? ?? ??????",""
19140,??????,?????,???????,??? ???????? ?? ??????? ? ??????? ???? ? ??? ??????? ?? ????? ????? ? ??????? - ?????????? ?? ??????? ???????? ?? ??????? ????????.,Anna Prokopets,02/04/2023 11:33 AM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ????? ?????? ? ??????? ???? ? ??????? ?? ???.
3) ??????? ???? ? ??????? ??????.

https://gyazo.com/3d3b276c3b563a443714f1cf23c40d6c

*????????? ?????????:* ??? ???????????? ?????, ?? ?????????? ?? ??????? ????????.
*??????????? ?????????:* ??? ???????? ?? ??????? ? ??????? ???? ? ??? ??????? ?? ????? ????? ? ??????? ?????? - ?????????? ?? ??????? ???????? ?? ??????? ????????.",""
19139,??????,?????,??????????,?????????? UA ??????????? ? ???????? ??????? ??? ????????? ???????,?????? ???????,02/04/2023 11:32 AM,"*???? ???????????????:*
1) ??????? ???? https://www.roznica.com.ua/goodscompare_71_1.html
2) ??????? ???? ????????? ???????
3) ??????? accordeon ""??????? ???????""
4) ??? ????? ??????????? ???? ???????? RU
https://gyazo.com/be9edd3b2d5bdefefc1d6222013e66c8


*????????? ?????????* : ???????????? UA ???????????
*??????????? ?????????:* ??????????? UA ???????????",""
19138,??????,?????,??????,"??? ?????? ????? ?? ?????????? ????? ?????? ""?????? ???????""  ? ??????? ???????????? ?? ???????  ?????",Anastasiya Lopatovskaya,02/04/2023 11:30 AM,"1.??????? ????
2.?????? ?? ??????
3.??????? ???? ????? - ??????????
4. *????????? ?????????* ??? ?????? ????? ?? ?????????? ????? ""?????? ???????"" ????????? ?? ??????????
   *??????????? ?????????* ??? ?????? ????? ?? ?????????? ????? ?????? ""?????? ???????""  ? ??????? ???????????? ?? ???????  ?????",""
19137,??????,?????,??????????,"?? ??????????? ????????? ??? ???????? ? ??????? ""??????????"" ? ???????? ? ????????",Vladislava Vishnevska,02/04/2023 11:28 AM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ?? ??????
3)?????? ?? ""??????????""

https://gyazo.com/f24f76662ae0d4b182a8d89cfcb153ad

*????????? ?????????:*  ??????????? ????????? ??? ???????? ? ??????? ""??????????"" ? ???????? ? ????????
*??????????? ?????????:* ?? ??????????? ????????? ??? ???????? ? ??????? ""??????????"" ? ???????? ? ????????",""
19136,??????,?????,??????????,?? ?????????? ??????,Dubrovin Denis,02/04/2023 11:27 AM,"1. ????????? ?? ????
2. ????????? ? ????? ? ?????? ""????????-??????? ROZNICA""
3. ??????? ?? ?????? ""???????? ?????""
4. ??????? ?? ?????? ""???????????? ???????""

????????? ?????????: ??? ??????? ?? ?????? ""???????????? ???????"" ?????? ????????? ??????? ? ?????? ""???????????? ???????""
??????????? ?????????: ?????????? ??????? ?? ??????? ????????.
",""
19135,??????,?????,??????????,?????????? UA ??????????? ??? ????????? ???????,?????? ???????,02/04/2023 11:27 AM,"*???? ???????????????:*
1) ??????? ???? https://www.roznica.com.ua/goodscompare_71_1.html
2) ??????? ??? ?????? ?????? ??? ????????? 
3) ??? ??????? ????? ??????????? ????? UA ?????? ?????????? RU ?????

https://gyazo.com/77f9593539bf964749942482c4bdc137

*????????? ?????????:* ??????????? UA ??????????? 
*??????????? ?????????:* ??????????? UA ??????????? ",""
19134,?????????,?????,???????,??????????? ????? ?? ?????????? ?????,KOSTIANTYN BLAGODARENKO,02/04/2023 11:21 AM,"*???? ???????????????*
1) ??????? ????
2) ????????? ???? ?? ?????????? ??????

????????? ????????? : ??????????? ????? ?? ?????????? ?????
??????????? ?????????: ?????????? ??????????? ????? ?? ?????????? ?????",""
19133,??????,?????,??????????,"? ?????????? ????????? "" ???????? ????????"" , ??? ???????????? ?????? ,???????????? ?????? ?? ?????????? ????? ","",02/04/2023 11:20 AM,"*???? ???????????????:*
1) ????? ?? ???? ""https://www.roznica.com.ua/
2) ???????? ???????? ? ?????? ???? ,?????????? ??? "" ???????? ????????"".
3) ????????????? ??????????

*????????? ?????????:* ? ?????????? ????????? "" ???????? ????????"" , ??? ???????????? ?????? ,????????????  ?? ?????????? ????? ? ?? ??????? ????? .
*??????????? ?????????:*? ?????????? ????????? "" ???????? ????????"" , ??? ???????????? ?????? ,???????????? ?????? ?? ?????????? ????? ",""
19132,??????,?????,??????????,??????????? ????? ??? ????????? ? ?????? ??? ??????????? ?????,Sabina Vorotnikova,02/04/2023 11:21 AM,"*???? ???????????????:*

1) ??????? ????
2) ??????? ?????????? ???? 
3) ?????????? ????? ""????? ?????? ?? ?????????? 5 ?? ????-????? ???????? ??-?? ? 10 ?? 18. ?????????? ????? ????? ????? ??????????? ??????????. ???? ????!""
4) ???????? ???? ????? ?? ???????
5) ?????????? ?????????? ????? ""????? ?????? ?? ?????????? 5 ?? ????-????? ???????? ??-?? ? 10 ?? 18. ?????????? ????? ????? ????? ??????????? ??????????. ???? ????!"", ???????????? ?? ??????? ????

*????????? ?????????:* "" ??????????? ????? ??? ????????? ? ?????? ""
*??????????? ?????????:* "" ??????????? ????? ??? ????????? ? ?????? ??? ??????????? ????? ""","Sabina Vorotnikova wrote:
> *???? ???????????????:*
> 
> 1) ??????? ????
> 2) ??????? ?????????? ???? 
> 3) ?????????? ????? ""????? ?????? ?? ?????????? 5 ?? ????-????? ???????? ??-?? ? 10 ?? 18. ?????????? ????? ????? ????? ??????????? ??????????. ???? ????!""
> 4) ???????? ???? ????? ?? ???????
> 5) ?????????? ?????????? ????? ""????? ?????? ?? ?????????? 5 ?? ????-????? ???????? ??-?? ? 10 ?? 18. ?????????? ????? ????? ????? ??????????? ??????????. ???? ????!"", ???????????? ?? ??????? ????
> 
> *????????? ?????????:*  ??????????? ????? ??? ????????? ? ?????? 
> *??????????? ?????????:*  ??????????? ????? ??? ????????? ? ?????? ??? ??????????? ????? 

"
19131,??????,?????,??????????,"?? ???????? ?????? ""????????????? ??????""",Anastasiya Lopatovskaya,02/04/2023 11:19 AM,"1. ??????? ????
2. ?????? ?? ??????
3. ?????????? ???? ?????
4. *????????? ?????????*: ??????? ??? ? ???????????? ????????????? ?????? ? ???????  ""????????????? ??????""
   *??????????? ?????????*: ?? ???????? ?????? ""????????????? ??????""

https://gyazo.com/b7979c871c0f7c96d7a50bc86d2568a9
https://gyazo.com/e2f2d418b6f5a4788c371d21c32e2ffc",""
19130,??????,?????,??????,"?? ???????????? ????? ? ??????? ""????????"" ",Nina Draganova,02/04/2023 11:19 AM,"*???? ???????????????* :
1) ??????? ????
2) ?????? ""????????"" ? ?????? ??????


*????????? ?????????* : ???????????? ????? ? ??????? ""????????"" 
*??????????? ?????????* : ?? ???????????? ????? ? ??????? ""????????"" 

",""
19129,??????,?????,???????,"????????? ""??????????? ??????"", ???????? ????? ?????, ?? ?????????? ????????????? ?????? ? ?????????? ?????? ?????",Maksym Shymin,02/04/2023 11:19 AM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ?? ?????????? ?????? ?????
3) ??????? ????? ?????
4) ????????? ?? ??????? ????????
5) ????????? ????????? ""??????????? ??????""

UA
https://gyazo.com/986cbe6a9c014d90a3013c5cf6767e11

RU
https://gyazo.com/0c1791f1be54e72a6d38b38c83db685d

*????????? ?????????:* ????? ????????? ?????? ? ??????????? ?? ??????? ????????, ?????? ?? ???? ????? ????? ?????????? ? ????????? ""??????????? ??????""
*??????????? ?????????:* ????? ????????? ?????? ? ??????????? ?? ??????? ????????, ?????? ?? ???? ????? ?? ?????????? ? ????????? ""??????????? ??????""",""
19128,??????,?????,??????????,"?????????? ?????????? ??????? ??? ??????? ?? ""????"" ? ????????? ?????? ?????",?????? ???????,02/04/2023 11:18 AM,"*???? ???????????????:*
1) ??????? ???? https://www.roznica.com.ua/
2) ?????? ?? ""????"" ? ????????? ?????? ?????
3) ???????? ????? ?? ?????????????? ? ??? ??? ?????????? ?????? ????????? ?????? ?????? ????????? ?????? ????
https://gyazo.com/6ccc621a5892b65a05d2d82b3b75c720


*????????? ?????????:* ???????????? ?????????????? ? ??? ??? ?????????? ?????? ????????? ??????
*??????????? ?????????:* ??????????? ?????????????? ? ??? ??? ?????????? ?????? ????????? ??????",""
19127,??????,?????,??????????,????? ??????????? ?????,Dubrovin Denis,02/04/2023 11:17 AM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ? ?????
3)?????????? ? ???????? ???????? ????? ??????????, ?????, ???????????? ????? ?? ????????? ??????? ??????.
https://gyazo.com/56fcdbdfec8912f7e52cf06f594cd75e
",""
19126,??????,?????,??????????,?? ?????????? ??????????? ???? ? ??????,????????? ?????????,02/04/2023 11:15 AM,"*????* :
1.??????? ?? ????  https://www.roznica.com.ua/
2.??? ??????? ?? ?????? ""?????????"" ? ?????? 
?? ?????????? ?????????????? ????


*????????? ?????????*: ??? ??????? ?? ?????? ??????????? ???? ?????? ""?????????? ? ??????????"" 

*??????????? ?????????*: ??? ??????? ?? ?????? ""?? ??????????"" ??????????? ????
",""
